Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks,Popularity,Movies_TV_feature_count,Oscars_won
Breakadawn,DE LA SOUL,9/18/1993,84,76,5,15,0,0
Jigga My N****,JAY-Z,6/26/1999,82,28,20,42,0,0
Tilt Ya Head Back,NELLY &amp; CHRISTINA AGUILERA,9/25/2004,75,58,6,-1,0,0
Gonorrhea,LIL WAYNE featuring DRAKE,10/16/2010,17,17,3,-1,0,0
What's Wrong With Them,LIL WAYNE featuring NICKI MINAJ,10/16/2010,42,42,1,-1,0,0
Baby One More Time,GLEE CAST,10/16/2010,54,54,1,38,0,0
I Am Not A Human Being,LIL WAYNE,10/16/2010,65,65,1,46,0,0
Bill Gates,LIL WAYNE,10/16/2010,75,75,1,54,0,0
Na Na Na (Na Na Na Na Na Na Na Na Na),MY CHEMICAL ROMANCE,10/16/2010,77,77,1,65,4,0
Hope She Cheats On You (With A B-Ball Player),MARSHA AMBROSIUS,10/16/2010,88,88,1,-1,0,0
The Girl With The Story In Her Eyes,SAFARIS,10/17/1960,93,85,3,2,0,0
Shim Sham Shuffle,RICKY LYONS,10/17/1960,108,104,3,-1,0,0
Sailor (Your Home Is The Sea),LOLITA,10/17/1960,110,5,19,8,0,0
Dance With Me Georgie,THE BOBBETTES,10/17/1960,113,95,3,-1,0,0
Chained And Bound,OTIS REDDING,10/17/1964,101,70,7,40,0,0
Ain't Doing Too Bad (Part 1),BOBBY BLAND,10/17/1964,104,49,7,-1,0,0
"My Love, Forgive Me (Amore, Scusami)",THE RAY CHARLES SINGERS,9/18/1965,135,124,4,-1,0,0
Get My Hands On Some Lovin',THE ARTISTICS,9/19/1964,135,118,3,2,0,0
Letter From Elaina,CASEY KASEM,10/3/1964,103,103,1,-1,0,0
Spanish Guitars,JERRY WALLACE,10/17/1964,132,132,2,-1,0,0
Oh Marie,THE VILLAGE STOMPERS,10/3/1964,132,132,1,1,0,0
That's All I Need To Know,BOBBY WOOD,10/17/1964,135,130,3,7,0,0
Stranded In The Moonlight,JET,10/17/1981,105,105,2,0,0,0
I Do You,JETS,10/17/1987,74,20,15,15,0,0
Do You Everynite,JOE PUBLIC,10/17/1992,98,98,3,10,0,0
Careful,PARAMORE,10/17/2009,78,78,1,54,0,0
Maybe This Time,GLEE CAST,10/17/2009,88,88,1,43,0,0
Plastic Bag,DRAKE &amp; FUTURE,10/17/2015,78,78,2,-1,0,0
Change Locations,DRAKE &amp; FUTURE,10/17/2015,82,82,3,-1,0,0
Jersey,FUTURE,10/17/2015,87,87,2,63,0,0
Roosevelt And Ira Lee (Night Of The Mossacin),TONY JOE WHITE,10/18/1969,124,44,8,32,0,0
Stone Free,THE JIMI HENDRIX EXPERIENCE,10/18/1969,130,130,2,44,0,0
We Got Latin Snow,MONGO SANTAMARIA,10/18/1969,132,132,1,-1,0,0
Hold On To Love,PETER SKELLERN,10/18/1975,106,106,1,-1,0,0
Southern Lady,TIMI YURO,10/18/1975,108,108,1,-1,0,0
Bumpin' The Night,FLORIDA GEORGIA LINE,10/18/2014,69,69,1,50,0,0
Don't Take The Stars,THE MYSTICS,10/19/1959,100,98,2,-1,0,0
My Type Of Girl,THE MEMOS,10/19/1959,110,105,2,-1,0,0
All Night Long (Part 1),ROBERT PARKER,10/19/1959,113,113,1,-1,0,0
Promise Me Anything,ANNETTE,10/19/1963,123,123,1,4,0,0
Down Home,RICK NELSON,10/19/1963,126,126,1,-1,0,0
Tomorrow Is Another Day,DORIS TROY,10/19/1963,131,118,2,-1,0,0
"Listen, They're Playing My Song",RAY CHARLES,10/5/1968,114,114,1,-1,0,0
Love City (Postcards To Duluth),"PETER, PAUL AND MARY",10/19/1968,113,113,2,5,0,0
Wake Up To Me Gentle,AL MARTINO,10/19/1968,120,120,2,-1,0,0
I Wash My Hands Of The Whole Damn Deal,NEW BIRTH,9/21/1974,104,88,6,9,0,0
Bring Back The Love Of Yesterday / Learning To Love You Was,THE DELLS,10/19/1974,106,87,4,-1,0,0
If This Is Love,MELISSA MANCHESTER,10/19/1980,104,102,2,33,0,0
"For You, For Love",THE AVERAGE WHITE BAND,10/19/1980,106,106,1,-1,0,0
I Die: You Die,GARY NUMAN,9/28/1980,102,102,1,27,0,0
"Get Ready, Here It Comes (It's The Choo-Choo)",SOUTHSYDE B.O.I.Z.,10/19/1996,96,96,2,-1,0,0
Walking On Air,KATY PERRY,10/19/2013,34,34,1,50,0,0
Flamingo,HERB ALPERT AND THE TIJUANA BRASS,9/3/1966,72,28,6,13,0,0
Off To Dublin In The Green,THE ABBEY TAVERN SINGERS,9/17/1966,108,94,4,-1,0,0
I Struck It Rich,LEN BARRY,9/10/1966,124,98,4,0,0,0
Bad Little Woman,THE SHADOWS OF KNIGHT,9/10/1966,96,91,5,17,0,0
To Make A Big Man Cry,ROY HEAD,9/10/1966,130,95,5,0,0,0
A Woman Of The World,THE GENTRYS,9/3/1966,122,112,5,-1,0,0
Impressions,THE JONES BOYS,9/3/1966,129,122,2,-1,0,0
Fiddle Around,JAN AND DEAN,9/3/1966,99,93,5,3,0,0
After You There Can Be Nothing,WALTER JACKSON,9/3/1966,135,131,2,2,0,0
"Hold On, I'm A Comin'",BILLY LARKIN AND THE DELEGATES,10/1/1966,131,131,1,-1,0,0
These Things Will Keep Me Lovin' You,THE VELVELETTES,10/1/1966,135,135,1,-1,0,0
Hound Dog Man (Play It Again),LENNY LeBLANC,9/3/1977,85,58,5,-1,0,0
Dog Days,THE ATLANTA RHYTHM SECTION,9/3/1977,89,64,5,19,0,0
My Own Way To Rock,BURTON CUMMINGS,9/10/1977,90,74,4,17,0,0
Love Me One More Time (Just For Old Times Sake),KAREN NELSON &amp; BILLY T,9/10/1977,85,79,4,-1,0,0
Could Heaven Ever Be Like This (Part 1),IDRIS MUHAMMAD,10/1/1977,80,76,2,-1,0,0
Does She Do It Like She Dances,THE ADDRISI BROTHERS,9/17/1977,86,74,4,-1,0,0
Disco 9000,JOHNNIE TAYLOR,10/1/1977,94,86,2,11,0,0
Masquerade,BERLIN,9/24/1983,88,82,3,26,0,0
"Baby, What About You",CRYSTAL GAYLE,9/3/1983,101,83,6,-1,0,0
Four Little Diamonds,ELO,10/1/1983,89,86,2,41,0,0
Canvas Of Life,MINOR DETAIL,9/24/1983,95,92,2,3,0,0
Life Gets Better,GRAHAM PARKER,9/10/1983,109,94,4,10,0,0
Somebody's Gonna Love You,LEE GREENWOOD,9/3/1983,108,96,6,11,0,0
"Baby, I Love Your Way / Freebird",WILL TO POWER,9/10/1988,97,1,24,45,0,0
Hands On The Radio,HENRY LEE SUMMER,9/17/1988,85,85,3,13,0,0
Long Way To Love,BRITNY FOX,10/1/1988,100,100,2,29,0,0
Who Did You Think I Was,JOHN MAYER TRIO,10/1/2005,92,92,1,42,0,0
Police Dog Blues,HUGH LAURIE,9/24/2011,58,58,2,28,0,0
Body And Soul,TONY BENNETT &amp; AMY WINEHOUSE,10/1/2011,87,87,1,-1,0,0
Grass Ain't Greener,CHRIS BROWN,9/17/2016,71,71,4,63,0,0
Ol' Man River,JIMMY SMITH,9/1/1962,100,99,3,12,0,0
Hello Out There,CARL BELEW,10/20/1962,120,120,1,0,0,0
Losers Weepers,FLOYD CRAMER,10/20/1962,127,127,1,13,1,0
Mr. Skin,SPIRIT,10/20/1973,97,92,2,28,0,0
Escape (The Pina Colada Song),RUPERT HOLMES,10/20/1979,85,1,21,68,16,0
"Train, Train",BLACKFOOT,10/20/1979,89,38,14,50,0,0
It's A Disco Night (Rock Don't Stop),THE ISLEY BROTHERS,10/20/1979,93,90,2,43,0,0
(Not Just) Knee Deep (Part 1),FUNKADELIC,10/20/1979,101,77,5,-1,0,0
Just What I Am,KID CUDI featuring KING CHIP,10/20/2012,74,74,2,-1,0,0
The Scientist,GLEE CAST,10/20/2012,91,91,1,57,0,0
Lover Of The Light,MUMFORD &amp; SONS,10/20/2012,97,97,1,-1,0,0
"To Sir, With Love",HERBIE MANN,10/21/1967,93,93,2,1,0,0
Heavy Music (Part 1),BOB SEGER AND THE LAST HEARD,9/9/1967,134,103,4,6,0,0
A Visit To A Sad Planet,LEONARD NIMOY,9/23/1967,132,132,1,5,0,0
Richard And Me,GENE AND TOMMY,10/21/1967,124,122,2,-1,0,0
(Theme From) The Valley Of The Dolls,DIONNE WARWICK,10/21/1967,125,119,2,30,0,0
Be My Love,MEL CARTER,10/21/1967,133,132,2,7,0,0
Ride-O-Rocket,THE BROTHERS JOHNSON,10/21/1978,104,104,2,10,0,0
Hi Bich,BHAD BHABIE,10/21/2017,68,68,1,76,0,0
Say A',A BOOGIE WIT DA HOODIE,10/21/2017,75,75,2,77,0,0
Beast Mode,A BOOGIE WIT DA HOODIE feat PNB ROCK &amp; YOUNGBOY NEVER BROKE,10/21/2017,86,86,1,-1,0,0
Sky Walker,MIGUEL featuring TRAVIS SCOTT,9/23/2017,97,97,1,-1,0,0
(We Wear) Lavender Blue,FINDERS KEEPERS,10/22/1966,123,123,1,-1,0,0
The Portuguese Washerwoman,THE BAJA MARIMBA BAND,10/22/1966,126,126,2,-1,0,0
Somebody's Got To Love You,DON COVAY AND THE GOODTIMERS,10/22/1966,127,127,1,-1,0,0
Love Is A Bird,THE KNICKERBOCKERS,10/22/1966,133,133,1,0,0,0
I Think You'll Remember Tonight,AXE,10/22/1983,98,94,2,17,0,0
Don't Count The Rainy Days,MICHAEL MARTIN MURPHEY,10/22/1983,110,106,2,14,0,0
Do You Want To,FRANZ FERDINAND,9/10/2005,83,83,2,56,1,0
Juicebox,THE STROKES,10/22/2005,98,98,1,49,0,0
I'm Flexin',T.I. featuring BIG K.R.I.T.,10/22/2011,66,66,1,-1,0,0
Cranes In The Sky,SOLANGE,10/22/2016,74,74,2,70,0,0
Don't Touch My Hair,SOLANGE featuring SAMPHA,10/22/2016,91,91,1,-1,0,0
Lifted,CL,10/22/2016,94,94,1,56,0,0
Who Can I Count On,PATSY CLINE,10/23/1961,99,99,1,26,0,0
Be Careful How You Drive Young Joey,JERRY KELLER,10/23/1961,113,112,2,1,0,0
Berlin Top Ten,DICKIE GOODMAN,10/23/1961,116,116,1,2,0,0
One Grain Of Sand,EDDY ARNOLD,10/23/1961,120,107,2,-1,0,0
The True Picture,JACK JONES,10/23/1965,134,134,1,-1,0,0
Run Woman Run,TAMMY WYNETTE,10/23/1970,92,92,2,23,0,0
The Good Times Are Coming,MAMA CASS ELLIOT,10/23/1970,104,104,2,7,0,0
Jolie Girl,MARTY ROBBINS,10/23/1970,108,108,1,-1,0,0
They Call It Rock And Roll Music,DELANEY AND BONNIE AND FRIENDS,10/23/1970,121,119,2,-1,0,0
Poquito Soul,ONE G PLUS THREE,10/23/1970,125,122,2,-1,0,0
"Find 'Em, Fool 'Em and Forget 'Em",DOBIE GRAY,10/23/1976,94,94,2,-1,0,0
There She Goes Again,MARSHALL CRENSHAW,10/23/1982,110,110,1,22,0,0
We Getz Busy,ILLEGAL,10/23/1993,95,95,2,-1,0,0
Why Must We Wait Until Tonight,TINA TURNER,10/23/1993,97,97,2,25,0,0
U Don't Know Me (Like U Used To),BRANDY,10/23/1999,89,79,6,38,0,0
Give You What You Want (Fa Sure),CHICO DeBARGE,10/23/1999,94,71,13,17,0,0
The Greatest Romance Ever Sold,PRINCE,10/23/1999,96,63,13,-1,0,0
Papa Can You Hear Me?,GLEE CAST,10/23/2010,65,65,1,35,0,0
Like We Used To,A ROCKET TO THE MOON,10/23/2010,91,91,1,56,0,0
Charming Billy,JOHNNY PRESTON,10/24/1960,111,105,2,22,0,0
Ruby Duby Du From Key Witness,CHARLES WOLCOTT,10/24/1960,113,41,8,-1,0,0
This Little Girl Of Mine,THE RIGHTEOUS BROTHERS,10/24/1964,114,114,1,0,0,0
Move It Baby,SIMON SCOTT,10/24/1964,128,128,1,-1,0,0
Night Fades Away,NILS LOFGREN,10/24/1981,109,109,2,1,0,0
American Dream,SIMON F,10/24/1987,91,91,2,-1,0,0
It's My Life / Confessions Pt. 2,GLEE CAST,10/24/2009,30,30,2,-1,0,0
Halo / Walking On Sunshine,GLEE CAST,10/24/2009,40,40,2,51,0,0
Hell Of A Life,T.I.,10/24/2009,54,54,2,-1,0,0
Cecilia And The Satellite,ANDREW McMAHON IN THE WILDERNESS,9/12/2015,99,99,1,61,0,0
My Idea,CREME CARAMAL,10/25/1969,128,128,1,-1,0,0
Theme From S.W.A.T.,RHYTHM HERITAGE,10/25/1975,107,107,1,25,0,0
Headfirst Slide Into Cooperstown On A Bad Bet,FALL OUT BOY,10/25/2008,74,74,1,49,0,0
The Shock Of The Lightning,OASIS,10/25/2008,93,93,1,36,0,0
The Days,AVICII,10/25/2014,78,78,1,65,0,0
Errrbody,YO GOTTI,10/25/2014,98,98,1,54,0,0
Igmoo,STONEWALL JACKSON,10/5/1959,110,95,4,-1,0,0
Love Isn't Just For The Young,FRANK SINATRA,10/26/1963,111,111,1,13,0,0
Golden Gate Park,REJOICE,10/5/1968,132,132,1,-1,0,0
Sirens,PEARL JAM,10/26/2013,76,76,1,52,0,0
Make You Feel My Love,GLEE CAST,10/26/2013,84,84,1,52,0,0
Someone Else,MILEY CYRUS,10/26/2013,93,93,1,59,0,0
Sing A Happy Song,THE O'JAYS,10/27/1979,102,102,1,34,0,0
Toca's Miracle,FRAGMA,10/28/2000,99,99,1,-1,0,0
Almost Like Praying,LIN-MANUEL MIRANDA featuring ARTISTS FOR PUERTO RICO,10/28/2017,20,20,1,-1,0,0
Dear Hate,MAREN MORRIS featuring VINCE GILL,10/28/2017,91,91,1,-1,0,0
Lights Down Low,MAX featuring GNASH,10/28/2017,95,90,3,-1,0,0
Too Hotty,"QUALITY CONTROL featuring QUAVO, TAKEOFF &amp; OFFSET",10/28/2017,97,91,3,-1,0,0
She Digs My Love,THE SIR DOUGLAS QUINTET,10/29/1966,132,132,1,-1,0,0
And I,CIARA,10/29/2005,96,96,1,47,0,0
Still Got It,TYGA featuring DRAKE,10/29/2011,89,89,1,-1,0,0
Lost In Paradise,EVANESCENCE,10/29/2011,99,99,1,0,0,0
For Sentimental Reasons,THE CLEFTONES,9/4/1961,88,60,6,9,0,0
Riders In The Sky,LAWRENCE WELK AND HIS ORCHESTRA,9/11/1961,111,87,5,-1,0,0
Magic Is The Night,KATHY YOUNG AND THE INNOCENTS,9/4/1961,114,80,5,-1,0,0
"True, True Love",FRANKIE AVALON,9/25/1961,92,90,2,1,0,0
Hang On,FLOYD CRAMER,9/25/1961,106,95,3,3,0,0
Honky Train,BILL BLACK'S COMBO,9/25/1961,97,92,3,0,0,0
Soft Rain,RAY PRICE,10/2/1961,115,115,1,10,0,0
"Well, I Ask You",EDEN KANE,10/2/1961,119,119,1,5,0,0
The Girl From Peyton Place,DICKEY LEE,9/4/1965,99,73,6,-1,0,0
The Sins Of A Family,P.F. SLOAN,9/11/1965,123,87,5,-1,0,0
"Run, Baby Run (Back Into My Arms)",THE NEWBEATS,9/25/1965,119,12,14,13,0,0
(I've Got A Feeling) You're Gonna Be Sorry,BILLY BUTLER,9/4/1965,108,103,6,5,0,0
How Nice It Is,BILLY STEWART,9/18/1965,100,97,4,18,0,0
Me Without You,MARY WELLS,9/4/1965,131,95,6,-1,0,0
Chapel In The Moonlight,THE BACHELORS,10/2/1965,113,32,8,4,0,0
Ring Dang Doo,SAM THE SHAM AND THE PHARAOHS,10/2/1965,114,33,10,13,0,0
You Can Cry On My Shoulder,BRENDA HOLLOWAY,9/25/1965,133,116,3,4,0,0
"Come Back To Me, My Love",ROBERT GOULET,10/2/1965,121,121,1,-1,0,0
Livin' In A House Full Of Love,DAVID HOUSTON,9/4/1965,132,117,5,5,0,0
Send A Letter To Me,FREDDIE AND THE DREAMERS,10/2/1965,123,123,1,11,0,0
Run Like The Devil,BOBBY VEE,9/25/1965,126,124,2,-1,0,0
Tweetie Pie,"DAVE ""BABY"" CORTEZ",10/2/1965,135,135,1,-1,0,0
Lovin' You Baby,WHITE PLAINS,9/11/1970,104,82,4,-1,0,0
Baby Don't Take Your Love,FAITH HOPE AND CHARITY,9/18/1970,118,96,3,0,0,0
Giorgia Took Her Back,R.B. GREAVES,9/18/1970,88,88,3,-1,0,0
Why Don't They Understand,BOBBY VINTON,9/18/1970,119,109,4,-1,0,0
Every Night,BILLY JOE ROYAL,9/25/1970,116,113,2,0,0,0
Half As Much,SONNY CHARLES,10/2/1970,116,116,1,-1,0,0
Ain't That Tellin' You People,THE ORIGINAL CASTE,10/2/1970,117,117,1,-1,0,0
Melody,THE IDES OF MARCH,10/2/1970,122,122,1,1,0,0
Ko-Ko Joe,JERRY REED,9/4/1971,74,51,6,26,0,0
Ghetto Woman,B.B. KING,9/11/1971,79,68,5,44,0,0
Military Madness,GRAHAM NASH,9/4/1971,97,73,6,44,0,0
He'd Rather Have The Rain,HEAVEN BOUND with TONY SCOTTI,9/4/1971,94,83,5,-1,0,0
All My Hard Times,JOE SIMON,9/25/1971,95,93,2,9,0,0
Co-Co,THE SWEET,10/2/1971,99,99,2,31,0,0
Goofus,THE CARPENTERS,9/4/1976,89,56,5,16,0,0
I'll Play The Fool,DR. BUZZARD'S ORIGINAL SAVANNAH BAND,9/11/1976,104,80,5,26,0,0
Sweet Summer Music,THE ATTITUDES,9/4/1976,97,94,6,-1,0,0
Staying Power,BARBI BENTON,10/2/1976,109,108,2,-1,0,0
I Wanna Spend My Whole Life With You,THE STREET PEOPLE,9/25/1976,109,109,2,-1,0,0
When I'm Holding You Tight,THE MICHAEL STANLEY BAND,9/11/1982,90,78,4,-1,0,0
I'm Never Gonna Say Goodbye,BILLY PRESTON,9/25/1982,90,88,3,15,0,0
Rock'n'Roll Party In The Streets,AXE,9/18/1982,109,109,3,-1,0,0
I'm In A Philly Mood,DARYL HALL,10/2/1993,82,82,2,29,0,0
World (The Price Of Love),NEW ORDER,9/11/1993,92,92,4,28,0,0
Larger Than Life,BACKSTREET BOYS,9/18/1999,70,25,19,58,0,0
Bug-A-Boo,DESTINY'S CHILD,9/25/1999,87,33,20,50,0,0
I Love You Came Too Late,JOEY McINTYRE,9/4/1999,55,54,6,28,0,0
Erase Me,KID CUDI featuring KANYE WEST,9/11/2010,22,22,5,-1,2,0
Trailerhood,TOBY KEITH,9/11/2010,97,97,4,43,0,0
The Roach,GENE AND WENDELL with THE SWEETHEARTS,10/30/1961,117,117,1,-1,0,0
Let Me Know When It's Over,ESTHER PHILLIPS,10/30/1965,129,129,1,3,0,0
I Know Your Heart Has Been Broken,ROSCOE SHELTON,10/30/1965,135,135,1,0,0,0
"River Deep, Mountain High",GLEE CAST,10/30/2010,41,41,1,47,0,0
Happy Days Are Here Again,GLEE CAST,10/30/2010,48,48,1,37,0,0
Move That Body,NELLY featuring T-PAIN &amp; AKON,10/30/2010,54,54,1,-1,0,0
Sing!,GLEE CAST,10/30/2010,87,87,1,40,0,0
Le Jazz Hot,GLEE CAST,10/30/2010,94,94,1,31,0,0
Irresistable You,BOBBY PETERSON,10/31/1960,96,96,1,-1,0,0
I Love You (I Just Love You),LLOYD PRICE,10/31/1964,123,123,1,0,0,0
We Have Something More (Than A Summer Love),CONNIE FRANCIS,10/31/1964,128,128,1,-1,0,0
Sad But True,METALLICA,10/31/1992,98,98,1,62,0,0
Chances,FIVE FOR FIGHTING,10/31/2009,83,83,1,53,2,0
Notion,KINGS OF LEON,10/31/2009,99,99,1,58,0,0
Is You Is Or Is You Ain't My Baby,BUSTER BROWN,9/12/1960,108,81,4,0,0,0
Five Brothers,MARTY ROBBINS,9/12/1960,95,74,4,-1,0,0
Over The Mountain Across The Sea,JOHNNIE &amp; JOE,9/26/1960,92,89,2,-1,0,0
Just Call Me,LLOYD PRICE,9/5/1960,102,79,5,0,0,0
And Now,DELLA REESE,9/5/1960,85,69,5,5,0,0
Journey Of Love,THE CRESTS featuring JOHNNY MAESTRO,9/5/1960,115,81,5,-1,0,0
Itchin',JIMMY JONES,10/3/1960,106,106,1,1,0,0
Ee-i Ee-i-oh (Sue MacDonald),JIMMY JONES,9/12/1960,104,102,4,-1,0,0
The Ghost Of Bill Malloo,DORSEY BURNETTE,9/5/1960,111,103,5,-1,0,0
Don't You Just Know It,THE FENDERMEN,9/26/1960,113,110,2,2,0,0
Who Coulda' Told You (They Lied),LLOYD PRICE,9/5/1960,112,103,3,-1,0,0
Yet ... I Know,STEVE LAWRENCE,8/22/1964,129,77,7,-1,0,0
"The Anaheim, Azusand Cucamonga Sewing Circle, Book Review An",JAN AND DEAN,9/26/1964,102,77,4,-1,0,0
Someone Someone,BRIAN POOLE AND THE TREMELOES,8/8/1964,115,97,9,4,0,0
The End Of A Symphony (Part 1),ALLEN SHERMAN with THE BOSTON POPS ORCHESTRA ARTHUR FIEDLER,9/26/1964,117,113,2,-1,0,0
The Invasion,BUCHANAN AND GREENFIELD,10/3/1964,120,120,1,-1,0,0
Promise You'll Tell Her,THE SWINGING BLUE JEANS,10/3/1964,130,130,1,16,0,0
I'd Rather Be Rich,PEARL BAILEY,9/19/1964,132,132,1,-1,0,0
Go Cat Go,NORMA JEAN,10/3/1964,134,134,1,0,0,0
"Everybody's Darlin', Plus Mine",THE BROWNS featuring JIM EDWARD BROWN,10/3/1964,135,135,1,-1,0,0
You've Got A Good Love Coming,VAN STEPHENSON,9/12/1981,89,79,4,-1,0,0
I'm Gonna Love Her For The Both Of Us,MEAT LOAF,9/19/1981,85,84,3,-1,0,0
I Can't Live Without Your Love,TEDDY PENDERGRASS,9/5/1981,103,103,5,24,0,0
Rev It Up,NEWCITY ROCKERS,9/12/1987,95,86,4,-1,0,0
We Should Be Sleeping,EDDIE MONEY,9/19/1987,96,90,3,23,0,0
Tell Your Friends,THE WEEKND,9/19/2015,54,54,3,67,0,0
About You,TREY SONGZ,9/26/2015,90,83,2,60,0,0
Firestone,KYGO featuring CONRAD,10/3/2015,92,92,1,-1,0,0
Dark Times,THE WEEKND featuring ED SHEERAN,9/19/2015,93,91,3,-1,0,0
Love's Been Good To Me,FRANK SINATRA,9/13/1969,98,75,4,23,0,0
My Ballooon's Going Up,ARCHIE BELL &amp; THE DRELLS,8/30/1969,107,87,6,-1,0,0
Slum Baby,BOOKER T. &amp; THE MGS,9/6/1969,98,88,5,-1,0,0
Taking My Love (And Leaving Me),MARTHA REEVES AND THE VANDELLAS,9/13/1969,108,102,4,0,0,0
Heighty Hi,LEE MICHAELS,9/6/1969,114,106,5,19,0,0
The Best Part Of A Love Affair,THE EMOTIONS,9/13/1969,122,101,4,6,0,0
In The Land Of Make Believe,DUSTY SPRINGFIELD,10/4/1969,113,113,1,17,0,0
Can You Dance To It,CAT MOTHER AND THE ALL NIGHT NEWSBOYS,9/27/1969,121,115,2,2,0,0
Harlan County,JIM FORD,9/13/1969,106,106,4,11,0,0
Dark Eyed Woman,SPIRIT,9/27/1969,118,118,2,17,0,0
These Are The Things That Make Me Know You're Gone,HOWARD TATE,9/20/1969,131,120,3,-1,0,0
Sign On For The Good Times,MERILEE RUSH,10/4/1969,125,125,1,-1,0,0
Feelin' Bad,SPOOKY TOOTH,10/4/1969,132,132,1,10,0,0
Leftovers,MILLIE JACKSON,9/27/1975,87,87,2,25,0,0
Rockin' & Rollin' On The Streets Of Hollywood,BUDDY MILES,9/20/1975,94,91,3,-1,0,0
I Just Can't Make It (Without You),PHILLY DEVOTIONS,9/20/1975,110,106,3,3,0,0
Rubberneckin',ELVIS PRESLEY,9/27/2003,94,94,2,37,0,0
Just Stand Up!,ARTISTS STAND UP TO CANCER,9/13/2008,78,11,4,34,0,0
I'd Rather Be With You,JOSHUA RADIN,9/27/2008,82,82,2,46,1,0
That How It Goes,GEORGE MAHARIS,9/7/1963,129,88,5,-1,0,0
Mr. Wishing Well,NAT KING COLE,9/14/1963,99,92,4,1,0,0
Nick Teen And Al K. Hall,ROLF HARRIS,9/28/1963,95,95,2,-1,0,0
Little Yellow Roses,JACKIE DeSHANNON,9/14/1963,110,110,2,0,0,0
Hymn To Freedom,THE OSCAR PETERSON TRIO,9/28/1963,109,109,2,-1,1,0
The Choice,THE O'JAYS,9/7/1968,117,94,5,2,0,0
Almost In Love,ELVIS PRESLEY,9/21/1968,110,95,3,21,0,0
The B.B. Jones,B.B. KING,9/7/1968,121,121,2,5,0,0
Sour Milk Sea,JACKIE LOMAX,9/28/1968,117,117,2,13,0,0
Mission: Impossible Theme / Norwegian Wood (Medley),ALAN COPELAND,9/21/1968,126,120,3,-1,0,0
I Close My Eyes And Count To Ten,DUSTY SPRINGFIELD,9/28/1968,123,122,2,29,0,0
I Get The Blues When It Rains,RAY ANTHONY,9/28/1968,125,124,2,-1,0,0
Standing On The Outside,BRENDA JO HARRIS,10/5/1968,131,131,1,-1,0,0
Travelin' Shoes,ELVIN BISHOP,9/28/1974,109,61,7,20,0,0
Sugar Pie Guy (Part 1),THE JONESES,9/28/1974,107,47,17,-1,0,0
Delta Dirt,LARRY GATLIN,9/14/1974,93,84,4,6,0,0
Love Is Like A Butterfly,DOLLY PARTON,9/28/1974,105,105,2,38,0,0
All About You,PRETTY IN PINK,9/21/1991,97,96,3,-1,0,0
A Light That Never Comes,LINKIN PARK vs STEVE AOKI,10/5/2013,65,65,1,-1,0,0
You Make Me,AVICII,10/5/2013,85,85,1,56,0,0
Thsi Is What It Feels Like,ARMIN VAN BUUREN featuring TREVOR GUTHRIE,10/5/2013,96,96,1,-1,0,0
Mashed Potatoes U.S.A.,JAMES BROWN AND THE FAMOUS FLAMES,9/22/1962,116,82,3,8,0,0
It's Love That Really Counts (In The Long Run),THE SHIRELLES,9/29/1962,102,102,2,3,0,0
What'll I Do,JOHNNY TILLOTSON,9/29/1962,106,106,2,2,0,0
Richie,GLORIA DENNIS,9/29/1962,117,115,2,-1,0,0
Baby That's All,JACKIE WILSON,10/6/1962,119,119,1,-1,0,0
You Can Run,JERRY BUTLER,10/6/1962,122,122,1,5,0,0
The Greatest Actor,WANDA JACKSON,9/22/1962,117,117,1,-1,0,0
Make Me Twice The Man,NEW YORK CITY,9/1/1973,95,93,3,3,0,0
The You Can Tell Me Goodbye,TOBY BEAU,8/11/1979,88,57,9,-1,0,0
Girls Talk,DAVE EDMUNDS,9/1/1979,86,65,6,39,0,0
Stillsane,CAROLYNE MAS,9/8/1979,85,71,5,5,0,0
Don't Be My Enemy,WANG CHUNG,9/22/1984,88,86,3,13,0,0
Yes Or No,GO-GO'S,9/22/1984,86,84,3,10,0,0
The More You Live The More You Love,A FLOCK OF SEAGULLS,8/11/1984,93,56,9,46,0,0
Clothes Off!!,GYM CLASS HEROES,9/1/2007,46,46,6,50,0,0
Inconsolable,BACKSTREET BOYS,9/29/2007,86,86,2,38,0,0
Heart Skips A Beat,OLLY MURS featuring CHIDDY BANG,9/29/2012,96,96,2,-1,0,0
Ballad Of You And Me And Pooneil,JEFFERSON AIRPLANE,9/2/1967,84,42,6,30,0,0
Sunshine Games,THE MUSIC EXPLOSION,9/2/1967,126,63,6,-1,0,0
I'm A Fool For You,JAMES CARR,9/16/1967,126,97,4,22,0,0
Time Seller,THE SPENCER DAVIS GROUP,9/9/1967,126,100,5,12,0,0
Blindman,BIG BROTHER AND THE HOLDING COMPANY,9/9/1967,117,110,5,21,0,0
Reflections Of Charles Brown,RUBERT'S PEOPLE,10/7/1967,111,111,1,-1,0,0
"Bye, Bye Baby",BIG BROTHER AND THE HOLDING COMPANY,9/30/1967,120,118,2,31,0,0
Seven Days Too Long,CHUCK WOOD,9/23/1967,130,119,3,-1,0,0
"Really, Really Love You",RONNIE WALKER,10/7/1967,128,128,1,14,0,0
Turn Around And Take A Look,THE LEMON PIPERS,10/7/1967,132,132,1,7,0,0
It Can't Happen Without You,THE POWER PLANET,10/7/1967,134,134,1,-1,0,0
